Date,Close,Changes,ChangesRatio,Open,High,Low,Volume,Amount,Marcap
2015/12/08,"1,949.04",-14.63,-0.75,"1,964.22","1,971.07","1,948.43","406,176","3,632,715,184,747","1,234,740,685,883,409"
2015/12/09,"1,948.24",-0.8,-0.04,"1,951.39","1,956.70","1,944.78","378,095","3,690,506,105,777","1,234,234,603,685,559"
2015/12/10,"1,952.07",3.83,0.2,"1,947.21","1,956.84","1,940.40","377,849","4,699,412,561,568","1,236,360,403,734,402"
2015/12/11,"1,948.62",-3.45,-0.18,"1,952.82","1,961.00","1,943.67","380,713","4,126,570,068,525","1,234,143,721,580,729"
2015/12/14,"1,927.82",-20.8,-1.07,"1,926.36","1,930.40","1,919.22","439,741","4,272,255,295,893","1,221,052,367,813,966"
2015/12/15,"1,932.97",5.15,0.27,"1,935.82","1,938.04","1,925.75","434,738","3,643,731,877,305","1,224,352,613,534,090"
2015/12/16,"1,969.40",36.43,1.88,"1,950.15","1,975.63","1,950.05","475,098","4,306,030,745,676","1,247,470,363,814,194"
2015/12/17,"1,977.96",8.56,0.43,"1,984.06","1,987.83","1,967.64","379,574","3,923,863,924,918","1,253,042,882,401,679"
2015/12/18,"1,975.32",-2.64,-0.13,"1,960.32","1,981.42","1,958.12","677,729","4,218,016,353,588","1,251,129,345,899,042"
2015/12/21,"1,981.19",5.87,0.3,"1,974.26","1,986.66","1,968.14","539,596","3,594,694,758,029","1,254,807,195,393,039"
2015/12/22,"1,992.56",11.37,0.57,"1,984.37","1,992.72","1,971.32","577,236","4,181,139,694,830","1,261,894,715,588,796"
2015/12/23,"1,999.22",6.66,0.33,"1,994.20","2,007.42","1,989.30","502,367","4,345,762,972,372","1,266,100,582,803,227"
2015/12/24,"1,990.65",-8.57,-0.43,"2,009.34","2,009.99","1,990.65","504,620","3,617,394,939,248","1,260,855,413,891,813"
2015/12/28,"1,964.06",-26.59,-1.34,"1,990.59","1,991.19","1,964.06","396,643","3,840,599,935,273","1,245,487,965,808,364"
2015/12/29,"1,966.31",2.25,0.11,"1,956.49","1,968.57","1,946.21","401,428","3,798,204,040,372","1,245,674,313,177,993"
2015/12/30,"1,961.31",-5.0,-0.25,"1,973.03","1,974.67","1,958.78","304,463","3,706,627,074,039","1,242,832,089,300,653"
2016/01/04,"1,918.76",-42.55,-2.17,"1,954.47","1,954.52","1,918.76","359,018","3,966,273,691,160","1,215,384,387,196,179"
2016/01/05,"1,930.53",11.77,0.61,"1,911.93","1,937.57","1,911.93","446,549","4,197,593,667,227","1,222,621,740,423,229"
2016/01/06,"1,925.43",-5.1,-0.26,"1,934.25","1,934.25","1,911.61","594,613","6,274,716,917,514","1,219,296,930,268,774"
2016/01/07,"1,904.33",-21.1,-1.1,"1,915.71","1,926.41","1,901.24","393,042","5,003,024,735,272","1,205,546,061,634,302"
2016/01/08,"1,917.62",13.29,0.7,"1,889.42","1,918.25","1,883.82","430,204","5,205,453,870,899","1,213,738,732,721,558"
2016/01/11,"1,894.84",-22.78,-1.19,"1,897.18","1,907.43","1,892.69","328,768","4,509,489,882,320","1,199,940,483,365,569"
2016/01/12,"1,890.86",-3.98,-0.21,"1,907.61","1,910.59","1,888.94","295,136","3,917,468,573,787","1,196,604,296,583,535"
2016/01/13,"1,916.28",25.42,1.34,"1,904.33","1,921.00","1,902.49","265,221","3,943,112,134,592","1,212,573,969,381,428"
2016/01/14,"1,900.01",-16.27,-0.85,"1,893.18","1,900.48","1,882.02","310,979","4,387,096,198,195","1,202,051,363,306,798"
2016/01/15,"1,878.87",-21.14,-1.11,"1,915.83","1,918.30","1,873.35","312,360","4,578,794,363,927","1,188,669,434,610,932"
2016/01/18,"1,878.45",-0.42,-0.02,"1,856.03","1,882.21","1,854.55","276,937","4,119,703,541,387","1,188,342,442,684,103"
2016/01/19,"1,889.64",11.19,0.6,"1,879.80","1,889.90","1,866.76","335,321","4,536,458,921,789","1,196,846,006,146,812"
2016/01/20,"1,845.45",-44.19,-2.34,"1,885.36","1,885.36","1,830.06","407,299","5,339,553,350,444","1,168,847,405,867,186"
2016/01/21,"1,840.53",-4.92,-0.27,"1,848.10","1,860.02","1,838.04","433,742","4,792,984,268,207","1,165,653,993,911,390"
2016/01/22,"1,879.43",38.9,2.11,"1,860.30","1,879.43","1,859.54","408,460","4,399,145,940,090","1,190,177,921,491,724"
